GeneIdx,PercentGeneCovered,AverageKMerDepth
>MEG_1709|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_regulator|CHRB,15.059588299024917%,0.15059588299024917
>MEG_170|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,7.879924953095685%,0.07879924953095685
>MEG_1710|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,0.6256517205422315%,0.006256517205422315
>MEG_1711|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,16.970387243735765%,0.16970387243735763
>MEG_1712|Drugs|MLS|23S_rRNA_methyltransferases|CHRBM,1.4510278113663846%,0.014510278113663845
>MEG_1713|Metals|Chromium_resistance|Chromium_resistance_protein|CHRC,40.830449826989614%,0.4083044982698962
>MEG_1714|Metals|Chromium_resistance|Chromium_resistance_protein|CHRE,38.65030674846626%,0.3987730061349693
>MEG_1716|Metals|Chromium_resistance|Chromium_resistance_regulator|CHRI,3.966597077244259%,0.03966597077244259
>MEG_1717|Metals|Chromium_resistance|Chromium_resistance_protein|CHRR,16.620111731843576%,0.16620111731843576
>MEG_1718|Drugs|betalactams|Class_A_betalactamases|CIA,5.677867902665121%,0.056778679026651215
>MEG_1719|Drugs|betalactams|Class_A_betalactamases|CIA,0.6952491309385863%,0.006952491309385863
>MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,9.943714821763603%,0.09943714821763602
>MEG_1720|Drugs|betalactams|Class_A_betalactamases|CIA,1.738122827346466%,0.01738122827346466
>MEG_1721|Drugs|betalactams|Class_A_betalactamases|CIA,2.7809965237543453%,0.027809965237543453
>MEG_1722|Metals|Copper_resistance|Copper_resistance_protein|CINA,21.59468438538206%,0.21760797342192692
>MEG_1723|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CIPA,4.780487804878049%,0.04780487804878049
>MEG_1726|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBA,0.3868471953578337%,0.0038684719535783366
>MEG_1727|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBB,2.8543307086614176%,0.028543307086614175
>MEG_1728|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBC,12.343297974927676%,0.133076181292189
>MEG_1729|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CLBD,13.733075435203096%,0.14603481624758222
>MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.9380863039399625%,0.009380863039399626
>MEG_1733|Drugs|betalactams|Class_C_betalactamases|CMA,11.690647482014388%,0.11690647482014388
>MEG_1734|Drugs|betalactams|Class_C_betalactamases|CMA,0.44964028776978415%,0.0044964028776978415
>MEG_1735|Drugs|betalactams|Class_A_betalactamases|CME,16.173120728929387%,0.16970387243735763
>MEG_1736|Drugs|betalactams|Class_A_betalactamases|CME,0.6880733944954129%,0.006880733944954129
>MEG_1737|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,21.96691176470588%,0.21966911764705882
>MEG_1738|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEA,0.9191176470588236%,0.009191176470588236
>MEG_1739|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,4.634695848084969%,0.046346958480849694
>MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,3.377110694183865%,0.03377110694183865
>MEG_1740|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEB,0.6115223688445446%,0.006115223688445446
>MEG_1741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,1.9138755980861244%,0.019138755980861243
>MEG_1742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEC,0.4784688995215311%,0.004784688995215311
>MEG_1743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMED,1.6679904686258933%,0.016679904686258934
>MEG_1744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEE,13.379310344827585%,0.2013793103448276
>MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,0.6329113924050633%,0.006329113924050633
>MEG_1746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,1.1658894070619585%,0.011658894070619586
>MEG_1747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,3.2414910858995136%,0.03241491085899514
>MEG_1748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|CMER,15.07293354943274%,0.22366288492706646
>MEG_1749|Drugs|betalactams|Class_C_betalactamases|CMH,14.07079646017699%,0.1407079646017699
>MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1.4925373134328357%,0.014925373134328358
>MEG_1750|Drugs|betalactams|Class_C_betalactamases|CMH,0.17699115044247787%,0.0017699115044247787
>MEG_1751|Drugs|betalactams|Class_C_betalactamases|CMH,12.300884955752213%,0.12920353982300886
>MEG_1752|Drugs|betalactams|Class_C_betalactamases|CMH,0.7964601769911505%,0.007964601769911504
>MEG_1753|Drugs|betalactams|Class_C_betalactamases|CMH,2.0353982300884956%,0.020353982300884955
>MEG_1754|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,9.485530546623794%,0.09485530546623794
>MEG_1755|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,10.128617363344052%,0.10128617363344052
>MEG_1756|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,9.967845659163988%,0.09967845659163987
>MEG_1758|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0.5640612409347301%,0.0056406124093473006
>MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1.1254019292604502%,0.011254019292604502
>MEG_175|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,21.532846715328464%,0.21532846715328466
>MEG_1760|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,11.173633440514468%,0.11334405144694534
>MEG_1762|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,9.72668810289389%,0.0972668810289389
>MEG_1763|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,28.135048231511256%,0.3062700964630225
>MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0.5627009646302251%,0.005627009646302251
>MEG_1765|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1.9878997407087293%,0.019878997407087293
>MEG_1766|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,2.572347266881029%,0.02572347266881029
>MEG_1767|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,10.691318327974276%,0.12218649517684887
>MEG_1768|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,15.997229916897506%,0.18975069252077562
>MEG_1769|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,9.387430389817025%,0.09387430389817025
>MEG_176|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.38167938931297707%,0.003816793893129771
>MEG_1770|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,10.371650821089023%,0.11754537597234227
>MEG_1771|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1.3296011196641007%,0.013296011196641007
>MEG_1772|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0.15408320493066258%,0.0015408320493066256
>MEG_1773|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,10.3023516237402%,0.1511758118701008
>MEG_1774|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB,2.800658978583196%,0.02800658978583196
>MEG_1775|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLB,2.56%,0.0256
>MEG_1776|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLR,11.865864144454%,0.11865864144453998
>MEG_1777|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CMLV,1.1447260834014716%,0.011447260834014717
>MEG_1778|Drugs|Phenicol|Chloramphenicol_phosphotransferase|CMLV,2.3166023166023164%,0.023166023166023165
>MEG_1779|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|CMR,9.530791788856305%,0.09530791788856305
>MEG_177|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0408163265306123%,0.02040816326530612
>MEG_1780|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMRA,1.293103448275862%,0.01293103448275862
>MEG_1781|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMRA,12.586206896551724%,0.12586206896551724
>MEG_1782|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CMTR,2.6392961876832843%,0.026392961876832845
>MEG_1783|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,0.6896551724137931%,0.006896551724137931
>MEG_1784|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,1.4655172413793103%,0.014655172413793103
>MEG_1785|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,7.844827586206897%,0.12844827586206897
>MEG_1787|Drugs|betalactams|Class_C_betalactamases|CMY,0.4424778761061947%,0.004424778761061947
>MEG_1788|Drugs|betalactams|Class_C_betalactamases|CMY,12.831858407079647%,0.13539823008849558
>MEG_1789|Drugs|betalactams|Class_C_betalactamases|CMY,11.5929203539823%,0.11592920353982301
>MEG_178|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,9.176470588235293%,0.09176470588235294
>MEG_1791|Drugs|betalactams|Class_C_betalactamases|CMY,1.6814159292035398%,0.016814159292035398
>MEG_1793|Drugs|betalactams|Class_C_betalactamases|CMY,21.061946902654867%,0.21061946902654868
>MEG_1795|Drugs|betalactams|Class_C_betalactamases|CMY,11.504424778761061%,0.11504424778761062
>MEG_1796|Drugs|betalactams|Class_C_betalactamases|CMY,0.7079646017699115%,0.007079646017699115
>MEG_1797|Drugs|betalactams|Class_C_betalactamases|CMY,1.7699115044247788%,0.020353982300884955
>MEG_1798|Drugs|betalactams|Class_C_betalactamases|CMY,12.599822537710736%,0.12599822537710736
>MEG_1799|Drugs|betalactams|Class_C_betalactamases|CMY,10.061782877316858%,0.1412180052956752
>MEG_179|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,3.294117647058824%,0.03294117647058824
>MEG_17|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,5.950095969289827%,0.05950095969289827
>MEG_1800|Drugs|betalactams|Class_C_betalactamases|CMY,2.2123893805309733%,0.022123893805309734
>MEG_1801|Drugs|betalactams|Class_C_betalactamases|CMY,12.920353982300886%,0.16371681415929204
>MEG_1802|Drugs|betalactams|Class_C_betalactamases|CMY,1.415929203539823%,0.01415929203539823
>MEG_1803|Drugs|betalactams|Class_C_betalactamases|CMY,3.5398230088495577%,0.035398230088495575
>MEG_1806|Drugs|betalactams|Class_C_betalactamases|CMY,2.831858407079646%,0.03008849557522124
>MEG_1807|Drugs|betalactams|Class_C_betalactamases|CMY,10.79646017699115%,0.11327433628318584
>MEG_1808|Drugs|betalactams|Class_C_betalactamases|CMY,0.4424778761061947%,0.004424778761061947
>MEG_1809|Drugs|betalactams|Class_C_betalactamases|CMY,10.530973451327434%,0.10530973451327434
>MEG_180|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.782931354359926%,0.027829313543599257
>MEG_1810|Drugs|betalactams|Class_C_betalactamases|CMY,11.5929203539823%,0.11769911504424779
>MEG_1811|Drugs|betalactams|Class_C_betalactamases|CMY,10.08849557522124%,0.10442477876106195
>MEG_1812|Drugs|betalactams|Class_C_betalactamases|CMY,11.858407079646017%,0.11858407079646018
>MEG_1813|Drugs|betalactams|Class_C_betalactamases|CMY,10.265486725663717%,0.12920353982300886
>MEG_1814|Drugs|betalactams|Class_C_betalactamases|CMY,12.212389380530974%,0.12212389380530973
>MEG_1815|Drugs|betalactams|Class_C_betalactamases|CMY,10.79646017699115%,0.1079646017699115
>MEG_1816|Drugs|betalactams|Class_C_betalactamases|CMY,2.743362831858407%,0.02743362831858407
>MEG_1817|Drugs|betalactams|Class_C_betalactamases|CMY,19.02654867256637%,0.24778761061946902
>MEG_1818|Drugs|betalactams|Class_C_betalactamases|CMY,10.530973451327434%,0.10530973451327434
>MEG_1819|Drugs|betalactams|Class_C_betalactamases|CMY,10.973451327433628%,0.10973451327433628
>MEG_181|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,5.612244897959184%,0.05612244897959184
>MEG_1822|Drugs|betalactams|Class_C_betalactamases|CMY,10.59135039717564%,0.10679611650485436
>MEG_1823|Drugs|betalactams|Class_C_betalactamases|CMY,2.2123893805309733%,0.022123893805309734
>MEG_1826|Drugs|betalactams|Class_C_betalactamases|CMY,0.8849557522123894%,0.008849557522123894
>MEG_1827|Drugs|betalactams|Class_C_betalactamases|CMY,0.2654867256637168%,0.002654867256637168
>MEG_1829|Drugs|betalactams|Class_C_betalactamases|CMY,10.530973451327434%,0.10530973451327434
>MEG_182|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.1855287569573284%,0.0018552875695732839
>MEG_1831|Drugs|betalactams|Class_C_betalactamases|CMY,2.47787610619469%,0.02831858407079646
>MEG_1832|Drugs|betalactams|Class_C_betalactamases|CMY,5.221238938053097%,0.05221238938053097
>MEG_1833|Drugs|betalactams|Class_C_betalactamases|CMY,12.212389380530974%,0.12212389380530973
>MEG_1834|Drugs|betalactams|Class_C_betalactamases|CMY,1.7699115044247788%,0.017699115044247787
>MEG_1835|Drugs|betalactams|Class_C_betalactamases|CMY,4.867256637168142%,0.048672566371681415
>MEG_1836|Drugs|betalactams|Class_C_betalactamases|CMY,6.460176991150443%,0.06725663716814159
>MEG_1837|Drugs|betalactams|Class_C_betalactamases|CMY,10.88495575221239%,0.1088495575221239
>MEG_1838|Drugs|betalactams|Class_C_betalactamases|CMY,11.150442477876107%,0.11150442477876106
>MEG_183|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.8976660682226212%,0.008976660682226212
>MEG_1840|Drugs|betalactams|Class_C_betalactamases|CMY,0.7079646017699115%,0.007079646017699115
>MEG_1842|Drugs|betalactams|Class_C_betalactamases|CMY,2.824360105913504%,0.02824360105913504
>MEG_1844|Drugs|betalactams|Class_C_betalactamases|CMY,17.25663716814159%,0.184070796460177
>MEG_1845|Drugs|betalactams|Class_C_betalactamases|CMY,10.707964601769913%,0.14690265486725665
>MEG_1847|Drugs|betalactams|Class_C_betalactamases|CMY,1.238938053097345%,0.012389380530973451
>MEG_1849|Drugs|betalactams|Class_C_betalactamases|CMY,10.470275066548359%,0.10470275066548358
>MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,27.289048473967686%,0.2746858168761221
>MEG_1850|Drugs|betalactams|Class_C_betalactamases|CMY,11.504424778761061%,0.11504424778761062
>MEG_1851|Drugs|betalactams|Class_C_betalactamases|CMY,3.000882612533098%,0.03000882612533098
>MEG_1853|Drugs|betalactams|Class_C_betalactamases|CMY,1.8534863195057367%,0.018534863195057368
>MEG_1855|Drugs|betalactams|Class_C_betalactamases|CMY,0.35398230088495575%,0.0035398230088495575
>MEG_1857|Drugs|betalactams|Class_C_betalactamases|CMY,11.504424778761061%,0.11504424778761062
>MEG_1859|Drugs|betalactams|Class_C_betalactamases|CMY,11.5929203539823%,0.11592920353982301
>MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.9728978457261988%,0.009728978457261988
>MEG_1860|Drugs|betalactams|Class_C_betalactamases|CMY,3.185840707964602%,0.03185840707964602
>MEG_1861|Drugs|betalactams|Class_C_betalactamases|CMY,1.584507042253521%,0.01584507042253521
>MEG_1862|Drugs|betalactams|Class_C_betalactamases|CMY,3.460514640638864%,0.03460514640638864
>MEG_1863|Drugs|betalactams|Class_C_betalactamases|CMY,1.415929203539823%,0.01415929203539823
>MEG_1865|Drugs|betalactams|Class_C_betalactamases|CMY,0.7964601769911505%,0.007964601769911504
>MEG_1866|Drugs|betalactams|Class_C_betalactamases|CMY,17.52212389380531%,0.21327433628318584
>MEG_1867|Drugs|betalactams|Class_C_betalactamases|CMY,10.442477876106194%,0.10442477876106195
>MEG_1868|Drugs|betalactams|Class_C_betalactamases|CMY,0.7964601769911505%,0.007964601769911504
>MEG_1869|Drugs|betalactams|Class_C_betalactamases|CMY,13.274336283185843%,0.13274336283185842
>MEG_186|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,11.057692307692307%,0.11057692307692307
>MEG_1870|Drugs|betalactams|Class_C_betalactamases|CMY,10.442477876106194%,0.10442477876106195
>MEG_1871|Drugs|betalactams|Class_C_betalactamases|CMY,1.5971606033717833%,0.015971606033717833
>MEG_1872|Drugs|betalactams|Class_C_betalactamases|CMY,0.9760425909494232%,0.009760425909494233
>MEG_1873|Drugs|betalactams|Class_C_betalactamases|CMY,0.5309734513274336%,0.005309734513274336
>MEG_1874|Drugs|betalactams|Class_C_betalactamases|CMY,3.202846975088968%,0.0498220640569395
>MEG_1875|Drugs|betalactams|Class_C_betalactamases|CMY,21.946902654867255%,0.21946902654867256
>MEG_1876|Drugs|betalactams|Class_C_betalactamases|CMY,0.17699115044247787%,0.0017699115044247787
>MEG_1877|Drugs|betalactams|Class_C_betalactamases|CMY,10.88495575221239%,0.1088495575221239
>MEG_1878|Drugs|betalactams|Class_C_betalactamases|CMY,0.17699115044247787%,0.0017699115044247787
>MEG_1879|Drugs|betalactams|Class_C_betalactamases|CMY,0.7155635062611807%,0.007155635062611807
>MEG_187|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,29.411764705882355%,0.29411764705882354
>MEG_1880|Drugs|betalactams|Class_C_betalactamases|CMY,2.1238938053097343%,0.021238938053097345
>MEG_1881|Drugs|betalactams|Class_C_betalactamases|CMY,11.76991150442478%,0.11769911504424779
>MEG_1882|Drugs|betalactams|Class_C_betalactamases|CMY,8.761061946902656%,0.10442477876106195
>MEG_1883|Drugs|betalactams|Class_C_betalactamases|CMY,13.539823008849558%,0.13982300884955753
>MEG_1884|Drugs|betalactams|Class_C_betalactamases|CMY,3.4513274336283186%,0.034513274336283185
>MEG_1885|Drugs|betalactams|Class_C_betalactamases|CMY,13.716814159292035%,0.13716814159292035
>MEG_1886|Drugs|betalactams|Class_C_betalactamases|CMY,2.2123893805309733%,0.022123893805309734
>MEG_1888|Drugs|betalactams|Class_C_betalactamases|CMY,12.323943661971832%,0.15492957746478872
>MEG_1889|Drugs|betalactams|Class_C_betalactamases|CMY,13.185840707964601%,0.13185840707964602
>MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.872389791183294%,0.048723897911832945
>MEG_1890|Drugs|betalactams|Class_C_betalactamases|CMY,10.0%,0.1
>MEG_1891|Drugs|betalactams|Class_C_betalactamases|CMY,7.433628318584071%,0.08053097345132744
>MEG_1892|Drugs|betalactams|Class_C_betalactamases|CMY,2.831858407079646%,0.02831858407079646
>MEG_1893|Drugs|betalactams|Class_C_betalactamases|CMY,12.47787610619469%,0.12477876106194691
>MEG_1896|Drugs|betalactams|Class_C_betalactamases|CMY,4.336283185840708%,0.04336283185840708
>MEG_189|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.470588235294118%,0.04470588235294118
>MEG_1900|Drugs|betalactams|Class_C_betalactamases|CMY,1.238938053097345%,0.012389380530973451
>MEG_1901|Drugs|betalactams|Class_C_betalactamases|CMY,1.6814159292035398%,0.016814159292035398
>MEG_1902|Drugs|betalactams|Class_C_betalactamases|CMY,10.442477876106194%,0.10442477876106195
>MEG_1903|Drugs|betalactams|Class_C_betalactamases|CMY,1.5044247787610618%,0.01504424778761062
>MEG_1904|Drugs|betalactams|Class_C_betalactamases|CMY,23.53982300884956%,0.23539823008849559
>MEG_1905|Drugs|betalactams|Class_C_betalactamases|CMY,3.6283185840707963%,0.036283185840707964
>MEG_1906|Drugs|betalactams|Class_C_betalactamases|CMY,0.9734513274336283%,0.009734513274336283
>MEG_1907|Drugs|betalactams|Class_C_betalactamases|CMY,0.5309734513274336%,0.005309734513274336
>MEG_190|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.784222737819025%,0.027842227378190254
>MEG_1910|Drugs|betalactams|Class_C_betalactamases|CMY,13.097345132743362%,0.13097345132743363
>MEG_1911|Drugs|betalactams|Class_C_betalactamases|CMY,12.300884955752213%,0.12300884955752213
>MEG_1914|Drugs|betalactams|Class_C_betalactamases|CMY,14.690265486725664%,0.14778761061946902
>MEG_1918|Drugs|betalactams|Class_C_betalactamases|CMY,10.707964601769913%,0.10707964601769912
>MEG_1919|Drugs|betalactams|Class_C_betalactamases|CMY,2.1238938053097343%,0.021238938053097345
>MEG_1921|Drugs|betalactams|Class_C_betalactamases|CMY,2.600896860986547%,0.03139013452914798
>MEG_1922|Drugs|betalactams|Class_C_betalactamases|CMY,12.035398230088495%,0.12212389380530973
>MEG_1923|Drugs|betalactams|Class_C_betalactamases|CMY,1.7699115044247788%,0.017699115044247787
>MEG_1924|Drugs|betalactams|Class_C_betalactamases|CMY,10.973451327433628%,0.10973451327433628
>MEG_1925|Drugs|betalactams|Class_C_betalactamases|CMY,10.973451327433628%,0.12035398230088495
>MEG_1927|Drugs|betalactams|Class_C_betalactamases|CMY,1.6814159292035398%,0.016814159292035398
>MEG_1928|Drugs|betalactams|Class_C_betalactamases|CMY,10.79646017699115%,0.1079646017699115
>MEG_1929|Drugs|betalactams|Class_C_betalactamases|CMY,0.5309734513274336%,0.005309734513274336
>MEG_1930|Drugs|betalactams|Class_C_betalactamases|CMY,12.035398230088495%,0.12035398230088495
>MEG_1932|Drugs|betalactams|Class_C_betalactamases|CMY,10.619469026548673%,0.1079646017699115
>MEG_1933|Drugs|betalactams|Class_C_betalactamases|CMY,1.1504424778761062%,0.011504424778761062
>MEG_1934|Drugs|betalactams|Class_C_betalactamases|CMY,3.3628318584070795%,0.033628318584070796
>MEG_1935|Drugs|betalactams|Class_C_betalactamases|CMY,2.566371681415929%,0.02566371681415929
>MEG_1936|Drugs|betalactams|Class_C_betalactamases|CMY,2.566371681415929%,0.030973451327433628
>MEG_1937|Drugs|betalactams|Class_C_betalactamases|CMY,10.442477876106194%,0.10442477876106195
>MEG_1938|Drugs|betalactams|Class_C_betalactamases|CMY,0.9734513274336283%,0.009734513274336283
>MEG_193|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,17.685589519650655%,0.31222707423580787
>MEG_1940|Drugs|betalactams|Class_C_betalactamases|CMY,1.0619469026548671%,0.010619469026548672
>MEG_1941|Drugs|betalactams|Class_C_betalactamases|CMY,11.238938053097346%,0.11238938053097346
>MEG_1943|Drugs|betalactams|Class_C_betalactamases|CMY,15.04424778761062%,0.1504424778761062
>MEG_1945|Drugs|betalactams|Class_C_betalactamases|CMY,12.56637168141593%,0.12920353982300886
>MEG_1947|Drugs|betalactams|Class_C_betalactamases|CMY,1.1473962930273611%,0.01147396293027361
>MEG_1948|Drugs|betalactams|Class_C_betalactamases|CMY,1.3309671694764862%,0.013309671694764862
>MEG_1949|Drugs|betalactams|Class_C_betalactamases|CMY,17.657497781721386%,0.21739130434782608
>MEG_194|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,22.761194029850746%,0.251865671641791
>MEG_1950|Drugs|betalactams|Class_C_betalactamases|CMY,3.0973451327433628%,0.030973451327433628
>MEG_1951|Drugs|betalactams|Class_C_betalactamases|CMY,2.2947925860547222%,0.02383053839364519
>MEG_1952|Drugs|betalactams|Class_C_betalactamases|CMY,3.8053097345132745%,0.03982300884955752
>MEG_1953|Drugs|betalactams|Class_C_betalactamases|CMY,2.839396628216504%,0.02839396628216504
>MEG_1954|Drugs|betalactams|Class_C_betalactamases|CMY,11.415929203539823%,0.11415929203539824
>MEG_1956|Drugs|betalactams|Class_C_betalactamases|CMY,12.293729372937294%,0.12293729372937294
>MEG_1958|Drugs|betalactams|Class_C_betalactamases|CMY,11.303630363036303%,0.11963696369636964
>MEG_195|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,28.936170212765955%,0.3276595744680851
>MEG_1960|Drugs|betalactams|Class_C_betalactamases|CMY,10.964550700741963%,0.10964550700741962
>MEG_1961|Drugs|betalactams|Class_C_betalactamases|CMY,17.986798679867988%,0.19884488448844884
>MEG_1962|Drugs|betalactams|Class_C_betalactamases|CMY,0.5775577557755776%,0.005775577557755775
>MEG_1964|Drugs|betalactams|Class_C_betalactamases|CMY,1.2376237623762376%,0.012376237623762377
>MEG_1966|Drugs|betalactams|Class_C_betalactamases|CMY,23.41302555647156%,0.24319868095630667
>MEG_1968|Drugs|betalactams|Class_C_betalactamases|CMY,7.1782178217821775%,0.09735973597359736
>MEG_1969|Drugs|betalactams|Class_C_betalactamases|CMY,10.469909315746085%,0.10469909315746084
>MEG_196|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.468085106382979%,0.04468085106382979
>MEG_1971|Drugs|betalactams|Class_C_betalactamases|CMY,10.634789777411378%,0.10634789777411377
>MEG_1972|Drugs|betalactams|Class_C_betalactamases|CMY,1.8976897689768977%,0.018976897689768978
>MEG_1973|Drugs|betalactams|Class_C_betalactamases|CMY,1.5663643858202803%,0.015663643858202802
>MEG_1974|Drugs|betalactams|Class_C_betalactamases|CMY,9.89456609894566%,0.0989456609894566
>MEG_1975|Drugs|betalactams|Class_C_betalactamases|CMY,10.163652024117141%,0.10163652024117141
>MEG_1976|Drugs|betalactams|Class_C_betalactamases|CMY,0.8539709649871904%,0.008539709649871904
>MEG_1977|Drugs|betalactams|Class_C_betalactamases|CMY,4.699093157460841%,0.05193734542456719
>MEG_1978|Drugs|betalactams|Class_C_betalactamases|CMY,0.7413509060955519%,0.007413509060955519
>MEG_1979|Drugs|betalactams|Class_C_betalactamases|CMY,11.083944580277098%,0.11083944580277098
>MEG_197|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,31.222707423580786%,0.31877729257641924
>MEG_1980|Drugs|betalactams|Class_C_betalactamases|CMY,2.527379949452401%,0.02527379949452401
>MEG_1981|Drugs|betalactams|Class_C_betalactamases|CMY,2.8112449799196786%,0.028112449799196786
>MEG_1982|Drugs|betalactams|Class_C_betalactamases|CMY,0.7425742574257426%,0.007425742574257425
>MEG_1983|Drugs|betalactams|Class_C_betalactamases|CMY,2.135774218154081%,0.02135774218154081
