GeneIdx,PercentGeneCovered,AverageKMerDepth
>MEG_2800|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,5.087440381558029%,0.05087440381558029
>MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,2.680965147453083%,0.02680965147453083
>MEG_2802|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,18.282548476454295%,0.18282548476454294
>MEG_2804|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,3.4626038781163437%,0.03462603878116344
>MEG_2805|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,5.8171745152354575%,0.05817174515235457
>MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,18.45318860244233%,0.18453188602442333
>MEG_2808|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,5.1460361613351875%,0.05146036161335188
>MEG_2809|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,1.2517385257301807%,0.012517385257301807
>MEG_280|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,28.7378640776699%,0.4893203883495146
>MEG_2810|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,3.616133518776078%,0.03616133518776078
>MEG_2812|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.6954102920723227%,0.006954102920723227
>MEG_2813|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,33.379694019471486%,0.3337969401947149
>MEG_2814|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.27816411682892905%,0.0027816411682892906
>MEG_2815|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,3.477051460361613%,0.03477051460361613
>MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,3.8942976356050067%,0.03894297635605007
>MEG_2817|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,2.642559109874826%,0.02642559109874826
>MEG_2819|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,2.5034770514603615%,0.025034770514603615
>MEG_281|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.7462686567164178%,0.007462686567164179
>MEG_2820|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,1.52990264255911%,0.015299026425591099
>MEG_2821|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,17.941585535465926%,0.17941585535465926
>MEG_2823|Drugs|MLS|23S_rRNA_methyltransferases|ERMD,3.6556603773584904%,0.036556603773584904
>MEG_2824|Drugs|MLS|23S_rRNA_methyltransferases|ERMD,1.8867924528301887%,0.018867924528301886
>MEG_2825|Drugs|MLS|23S_rRNA_methyltransferases|ERMD,28.183962264150942%,0.2818396226415094
>MEG_2826|Drugs|MLS|23S_rRNA_methyltransferases|ERME,0.6381039197812215%,0.006381039197812215
>MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,3.4394904458598727%,0.034394904458598725
>MEG_2829|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,15.286624203821656%,0.15286624203821655
>MEG_282|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,6.762295081967213%,0.06762295081967214
>MEG_2830|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,15.159235668789808%,0.15159235668789808
>MEG_2831|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,4.3312101910828025%,0.04331210191082802
>MEG_2832|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,3.5131744040150563%,0.03513174404015056
>MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0.89171974522293%,0.008917197452229299
>MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,17.385257301808068%,0.17385257301808066
>MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,1.3908205841446455%,0.013908205841446454
>MEG_2836|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,2.364394993045897%,0.02364394993045897
>MEG_2837|Drugs|MLS|23S_rRNA_methyltransferases|ERMH,14.592760180995477%,0.14592760180995476
>MEG_2838|Drugs|MLS|23S_rRNA_methyltransferases|ERMN,16.046511627906977%,0.17674418604651163
>MEG_2839|Drugs|MLS|23S_rRNA_methyltransferases|ERMO,15.837696335078533%,0.15837696335078533
>MEG_283|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1.2987012987012987%,0.012987012987012988
>MEG_2840|Drugs|MLS|23S_rRNA_methyltransferases|ERMO,9.38722294654498%,0.15384615384615385
>MEG_2841|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,6.992084432717678%,0.06992084432717678
>MEG_2842|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,1.1673151750972763%,0.011673151750972763
>MEG_2843|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,0.19860973187686196%,0.0019860973187686196
>MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,18.08066759388039%,0.1808066759388039
>MEG_2845|Drugs|MLS|23S_rRNA_methyltransferases|ERMS,2.9661016949152543%,0.029661016949152543
>MEG_2847|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,16.62049861495845%,0.16620498614958448
>MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,4.728789986091794%,0.04728789986091794
>MEG_2849|Drugs|MLS|23S_rRNA_methyltransferases|ERMU,1.3349514563106795%,0.013349514563106795
>MEG_2850|Drugs|MLS|23S_rRNA_methyltransferases|ERMU,18.879415347137638%,0.18879415347137637
>MEG_2851|Drugs|MLS|23S_rRNA_methyltransferases|ERMV,5.49738219895288%,0.0549738219895288
>MEG_2852|Drugs|MLS|23S_rRNA_methyltransferases|ERMV,0.6435006435006435%,0.006435006435006435
>MEG_2853|Drugs|MLS|23S_rRNA_methyltransferases|ERMV,9.890965732087228%,0.09890965732087227
>MEG_2854|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,2.1454112038140645%,0.021454112038140644
>MEG_2855|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,1.742627345844504%,0.01742627345844504
>MEG_2856|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,15.852205005959474%,0.15852205005959474
>MEG_2857|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,18.35518474374255%,0.1835518474374255
>MEG_2858|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,8.224076281287248%,0.08224076281287247
>MEG_2859|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,3.3373063170441%,0.033373063170441
>MEG_285|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.843601895734597%,0.02843601895734597
>MEG_2860|Drugs|MLS|23S_rRNA_methyltransferases|ERMX,14.302741358760429%,0.1430274135876043
>MEG_2862|Drugs|betalactams|Class_A_betalactamases|ERP,4.618937644341801%,0.050808314087759814
>MEG_2863|Drugs|betalactams|Class_B_betalactamases|ESP,15.869311551925321%,0.15869311551925322
>MEG_2864|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,3.7321624588364433%,0.03732162458836443
>MEG_2865|Drugs|Phenicol|Chloramphenicol_hydrolase|ESTD,8.615049073064341%,0.0861504907306434
>MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,22.036727879799667%,0.22036727879799667
>MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,0.3074343208496367%,0.0030743432084963667
>MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,4.555617663499162%,0.04555617663499162
>MEG_286|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,5.88235294117647%,0.0611764705882353
>MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,3.297931805477921%,0.03297931805477921
>MEG_2871|Drugs|betalactams|Class_B_betalactamases|EVM,4.767184035476718%,0.04767184035476718
>MEG_2872|Drugs|betalactams|Class_A_betalactamases|EXO,14.208826695371368%,0.14208826695371368
>MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,16.158940397350992%,0.16158940397350993
>MEG_2875|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,1.6817593790426906%,0.016817593790426907
>MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,12.304483837330553%,0.12930135557872785
>MEG_2877|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABL,27.54409769335143%,0.33649932157394846
>MEG_2878|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV,27.262443438914026%,0.27262443438914025
>MEG_2879|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABV,3.9145907473309607%,0.03914590747330961
>MEG_287|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,3.294117647058824%,0.03294117647058824
>MEG_2880|Drugs|Elfamycins|Elfamycin_efflux_pumps|FACT,7.451923076923077%,0.07451923076923077
>MEG_2881|Drugs|betalactams|Class_A_betalactamases|FAR1,13.522355507088331%,0.1395856052344602
>MEG_2882|Drugs|betalactams|Class_A_betalactamases|FAR1,1.9362186788154898%,0.0193621867881549
>MEG_2883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FARA,2.0530367835757057%,0.020530367835757058
>MEG_2884|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FARA,11.589113257243195%,0.11589113257243196
>MEG_2885|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FARB,1.3262599469496021%,0.013262599469496022
>MEG_2886|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FARB,4.037061548643282%,0.04037061548643282
>MEG_2887|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|FARR,7.529411764705881%,0.07529411764705882
>MEG_2888|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPA,12.919633774160733%,0.12919633774160733
>MEG_2889|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPB,15.74750830564784%,0.1574750830564784
>MEG_2890|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPB,1.991465149359886%,0.01991465149359886
>MEG_2891|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPC,3.6018957345971563%,0.03601895734597156
>MEG_2892|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FBPC,2.403846153846154%,0.02403846153846154
>MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,13.602550478214665%,0.13602550478214664
>MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,4.675876726886291%,0.04675876726886291
>MEG_2895|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,2.1253985122210417%,0.021253985122210415
>MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,21.01063829787234%,0.21010638297872342
>MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,4.654255319148936%,0.04654255319148936
>MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,2.8700906344410875%,0.028700906344410877
>MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,15.802781289506953%,0.15802781289506954
>MEG_289|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1.8823529411764703%,0.018823529411764704
>MEG_28|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,1.1135857461024499%,0.011135857461024499
>MEG_2900|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,0.9162303664921465%,0.009162303664921465
>MEG_2901|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,2.1954674220963173%,0.021954674220963172
>MEG_2902|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,6.7280453257790365%,0.08994334277620397
>MEG_2904|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,7.365439093484419%,0.07365439093484419
>MEG_2905|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,8.350877192982455%,0.08350877192982456
>MEG_2906|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FEXB,1.0760401721664277%,0.010760401721664276
>MEG_2907|Drugs|betalactams|Class_B_betalactamases|FEZ,1.2004801920768309%,0.012004801920768308
>MEG_2908|Drugs|betalactams|Class_B_betalactamases|FIA,4.223433242506812%,0.04223433242506812
>MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,14.317925591882751%,0.14317925591882752
>MEG_290|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,31.058823529411768%,0.31058823529411766
>MEG_2910|Drugs|betalactams|Class_B_betalactamases|FIM,26.39068564036223%,0.32858990944372574
>MEG_2911|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0.4170141784820684%,0.004170141784820684
>MEG_2912|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,11.092577147623018%,0.11175979983319433
>MEG_2913|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,20.350291909924938%,0.213511259382819
>MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0.3336113427856547%,0.003336113427856547
>MEG_2915|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,11.509591326105086%,0.11509591326105087
>MEG_2916|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1.4178482068390326%,0.014178482068390326
>MEG_2917|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1.4178482068390326%,0.014178482068390326
>MEG_2918|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,3.8365304420350292%,0.03836530442035029
>MEG_291|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,5.88235294117647%,0.058823529411764705
>MEG_2920|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,10.842368640533778%,0.10842368640533778
>MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0.3336113427856547%,0.003336113427856547
>MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,5.587989991659716%,0.09841534612176814
>MEG_2924|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1.6680567139282736%,0.016680567139282735
>MEG_2925|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,4.336947456213512%,0.043369474562135114
>MEG_2926|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1.6680567139282736%,0.016680567139282735
>MEG_2927|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,9.924937447873228%,0.09924937447873228
>MEG_2929|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,12.533814247069433%,0.12533814247069433
>MEG_292|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,24.47058823529412%,0.2917647058823529
>MEG_2930|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,10.182119205298013%,0.10182119205298014
>MEG_2932|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|FMRO,15.643105446118192%,0.1564310544611819
>MEG_293|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.013422818791946%,0.020134228187919462
>MEG_294|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.2388059701492535%,0.022388059701492536
>MEG_295|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,26.45739910313901%,0.2645739910313901
>MEG_2973|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMA,15.92356687898089%,0.16050955414012738
>MEG_2974|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMB,17.400204708290687%,0.17400204708290687
>MEG_2975|Drugs|Fosfomycin|Fosfomycin_phosphorylation|FOMB,12.240663900414937%,0.12240663900414937
>MEG_2976|Drugs|betalactams|Class_A_betalactamases|FONA,0.45871559633027525%,0.0045871559633027525
>MEG_2977|Drugs|betalactams|Class_A_betalactamases|FONA,0.9174311926605505%,0.009174311926605505
>MEG_2978|Drugs|betalactams|Class_A_betalactamases|FONA,6.077981651376147%,0.06077981651376147
>MEG_2979|Drugs|betalactams|Class_A_betalactamases|FONA,1.261467889908257%,0.01261467889908257
>MEG_297|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,21.024734982332156%,0.21024734982332155
>MEG_2980|Drugs|betalactams|Class_A_betalactamases|FONA,13.876146788990825%,0.15940366972477063
>MEG_2981|Drugs|betalactams|Class_A_betalactamases|FONA,0.9174311926605505%,0.009174311926605505
>MEG_2982|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,29.411764705882355%,0.339572192513369
>MEG_2984|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,30.612244897959183%,0.3086734693877551
>MEG_2986|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,59.10224438902743%,0.6034912718204489
>MEG_2987|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,47.77227722772277%,0.6212871287128713
>MEG_2988|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,3.6855036855036856%,0.036855036855036855
>MEG_2989|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,4.081632653061225%,0.04081632653061224
>MEG_298|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,13.94736842105263%,0.1394736842105263
>MEG_2990|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,2.1201413427561837%,0.02120141342756184
>MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,14.603960396039604%,0.29207920792079206
>MEG_2992|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,3.87409200968523%,0.0387409200968523
>MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,3.4653465346534658%,0.034653465346534656
>MEG_2994|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,2.9268292682926833%,0.02926829268292683
>MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,36.386138613861384%,0.36386138613861385
>MEG_2996|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,30.86734693877551%,0.3086734693877551
>MEG_2997|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,14.285714285714285%,0.2125
>MEG_2998|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,33.415841584158414%,0.35148514851485146
>MEG_2999|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,3.1707317073170733%,0.03170731707317073
>MEG_299|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,12.740141557128412%,0.12740141557128412
>MEG_29|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,28.507795100222715%,0.3207126948775056
>MEG_3000|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,3.6553524804177546%,0.03655352480417755
>MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,32.67326732673268%,0.32673267326732675
>MEG_3003|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,9.969788519637463%,0.1148036253776435
>MEG_3004|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,35.16209476309227%,0.3690773067331671
>MEG_3005|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,59.15841584158416%,0.5915841584158416
>MEG_3006|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,3.9603960396039604%,0.039603960396039604
>MEG_3007|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,4.116222760290557%,0.04116222760290557
>MEG_3008|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,1.2468827930174564%,0.012468827930174564
>MEG_3009|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,4.207920792079208%,0.04207920792079208
>MEG_3011|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,29.455445544554454%,0.2995049504950495
>MEG_3012|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,33.663366336633665%,0.33663366336633666
>MEG_3013|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,75.99009900990099%,1.2648514851485149
>MEG_3016|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSC,2.610966057441253%,0.02610966057441253
>MEG_3017|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSC,24.202626641651033%,0.24577861163227016
>MEG_3018|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSD,4.455445544554455%,0.04455445544554455
>MEG_3019|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,33.67609254498715%,0.3444730077120823
>MEG_301|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,12.863372093023257%,0.13953488372093023
>MEG_3020|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSE,2.346041055718475%,0.02346041055718475
>MEG_3021|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSF,2.3498694516971277%,0.02349869451697128
>MEG_3023|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSK,48.30287206266319%,0.6318537859007833
>MEG_3024|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,9.511568123393316%,0.09511568123393316
>MEG_3025|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,26.7260579064588%,0.267260579064588
>MEG_3026|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,34.4559585492228%,0.344559585492228
>MEG_3027|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,6.994818652849741%,0.06994818652849741
>MEG_3028|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,32.38341968911917%,0.3393782383419689
>MEG_3029|Drugs|betalactams|Class_C_betalactamases|FOX,0.353045013239188%,0.00353045013239188
>MEG_302|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,13.079299691040164%,0.13079299691040164
>MEG_3030|Drugs|betalactams|Class_C_betalactamases|FOX,6.761565836298933%,0.1094306049822064
>MEG_3031|Drugs|betalactams|Class_C_betalactamases|FOX,5.29567519858782%,0.0529567519858782
>MEG_3032|Drugs|betalactams|Class_C_betalactamases|FOX,0.7943512797881729%,0.00794351279788173
>MEG_3033|Drugs|betalactams|Class_C_betalactamases|FOX,8.20829655781112%,0.11738746690203
>MEG_3034|Drugs|betalactams|Class_C_betalactamases|FOX,2.64783759929391%,0.0264783759929391
>MEG_3035|Drugs|betalactams|Class_C_betalactamases|FOX,0.353045013239188%,0.00353045013239188
>MEG_3036|Drugs|betalactams|Class_C_betalactamases|FOX,1.059135039717564%,0.01059135039717564
>MEG_3037|Drugs|betalactams|Class_C_betalactamases|FOX,21.535745807590466%,0.21624007060900266
>MEG_3038|Drugs|betalactams|Class_C_betalactamases|FOX,2.736098852603707%,0.02736098852603707
>MEG_3039|Drugs|betalactams|Class_C_betalactamases|FOX,0.264783759929391%,0.00264783759929391
>MEG_3041|Drugs|betalactams|Class_C_betalactamases|FOX,0.706090026478376%,0.00706090026478376
>MEG_3043|Drugs|betalactams|Class_C_betalactamases|FOX,2.871621621621622%,0.028716216216216218
>MEG_3044|Drugs|betalactams|Class_C_betalactamases|FOX,1.0282776349614395%,0.010282776349614395
>MEG_3045|Drugs|betalactams|Class_C_betalactamases|FOX,11.723534558180228%,0.13560804899387577
>MEG_3046|Drugs|betalactams|Class_C_betalactamases|FOX,0.966183574879227%,0.012077294685990338
>MEG_3047|Drugs|betalactams|Class_C_betalactamases|FOX,1.8691588785046727%,0.018691588785046728
>MEG_3048|Drugs|betalactams|Class_A_betalactamases|FPH,2.4676850763807283%,0.024676850763807285
>MEG_3049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA,1.7233348858872848%,0.017233348858872847
>MEG_304|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,44.21641791044777%,0.44216417910447764
>MEG_3051|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPVA,0.1644736842105263%,0.001644736842105263
>MEG_3052|Drugs|betalactams|Class_A_betalactamases|FRI,0.340522133938706%,0.00340522133938706
>MEG_3053|Drugs|betalactams|Class_A_betalactamases|FRI,13.942857142857143%,0.14285714285714285
>MEG_3054|Drugs|betalactams|Class_A_betalactamases|FRI,1.1507479861910241%,0.011507479861910242
>MEG_3055|Drugs|betalactams|Class_A_betalactamases|FRI,1.611047180667434%,0.01611047180667434
>MEG_3056|Drugs|betalactams|Class_A_betalactamases|FRI,0.9205983889528193%,0.009205983889528193
>MEG_3057|Drugs|betalactams|Class_A_betalactamases|FRI,3.9125431530494823%,0.039125431530494824
>MEG_3058|Drugs|betalactams|Class_A_betalactamases|FRI,15.880322209436134%,0.15880322209436135
>MEG_3059|Drugs|betalactams|Class_A_betalactamases|FRI,14.844649021864212%,0.14844649021864212
>MEG_305|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.1868787276341948%,0.02186878727634195
>MEG_3060|Drugs|betalactams|Class_A_betalactamases|FRI,14.384349827387801%,0.15074798619102417
>MEG_3061|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|FRNE,0.9421265141318977%,0.009421265141318977
>MEG_3062|Drugs|betalactams|Class_A_betalactamases|FTU,13.915094339622641%,0.1391509433962264
>MEG_3064|Metals|Iron_resistance|Iron_resistance_regulator|FURA,10.068649885583524%,0.10068649885583524
>MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,0.4792332268370607%,0.004792332268370607
>MEG_3067|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,19.968051118210862%,0.20766773162939298
>MEG_3068|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSC,23.756019261637242%,0.25842696629213485
>MEG_3069|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSD,5.271565495207668%,0.052715654952076675
>MEG_306|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,21.18491921005386%,0.23877917414721722
>MEG_3070|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSD,0.7987220447284344%,0.007987220447284345
>MEG_3072|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSF,3.1796502384737675%,0.03179650238473768
>MEG_3074|Drugs|Fusidic_acid|Fusidic_acid_esterases|FUSH,0.3652300949598247%,0.003652300949598247
>MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,3.827751196172249%,0.03827751196172249
>MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,2.0216606498194944%,0.020216606498194945
>MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,1.25%,0.0125
>MEG_307|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.3710575139146568%,0.0037105751391465678
